nameWithOwner,url,stargazers/totalCount,watchers/totalCount,forks/totalCount,releases/totalCount,createdAt,primaryLanguage/name,totalLOC
DingGuodong/LinuxBashShellScriptForOps,https://github.com/DingGuodong/LinuxBashShellScriptForOps,232,36,193,0,2016-04-25T05:55:28Z,Python,38283
MTrajK/coding-problems,https://github.com/MTrajK/coding-problems,982,38,104,0,2019-05-10T19:29:20Z,Python,9396
cloud-custodian/cloud-custodian,https://github.com/cloud-custodian/cloud-custodian,2747,151,771,33,2016-03-01T01:11:20Z,Python,9396
Hipo/university-domains-list,https://github.com/Hipo/university-domains-list,505,21,192,0,2014-10-22T18:07:51Z,Python,106
titoBouzout/SideBarEnhancements,https://github.com/titoBouzout/SideBarEnhancements,2062,83,347,0,2011-10-08T17:07:01Z,Python,5239
conda/conda-build,https://github.com/conda/conda-build,216,36,273,168,2014-01-17T18:46:21Z,Python,-1
cpbotha/nvpy,https://github.com/cpbotha/nvpy,772,49,113,12,2012-05-20T21:58:10Z,Python,5344
salesforce/awd-lstm-lm,https://github.com/salesforce/awd-lstm-lm,1629,68,389,1,2017-08-08T15:18:53Z,Python,1319
wagtail/wagtail,https://github.com/wagtail/wagtail,8568,346,1833,114,2014-02-03T12:41:59Z,Python,1319
YuwenXiong/py-R-FCN,https://github.com/YuwenXiong/py-R-FCN,1013,52,472,0,2016-09-12T12:24:20Z,Python,7073
aiven/pghoard,https://github.com/aiven/pghoard,947,38,65,0,2015-06-17T13:13:40Z,Python,13735
LevPasha/Instagram-API-python,https://github.com/LevPasha/Instagram-API-python,2333,155,798,0,2016-06-06T10:09:52Z,Python,535
facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,8961,231,1765,2,2019-09-05T21:30:20Z,Python,38393
brightmart/text_classification,https://github.com/brightmart/text_classification,6006,302,2104,0,2017-05-30T14:25:42Z,Python,18610
instabot-py/instabot.py,https://github.com/instabot-py/instabot.py,5508,404,2210,0,2016-01-18T08:56:34Z,Python,2152
awslabs/aws-instance-scheduler,https://github.com/awslabs/aws-instance-scheduler,172,30,106,0,2017-10-26T19:48:24Z,Python,8791
awentzonline/image-analogies,https://github.com/awentzonline/image-analogies,3413,133,279,1,2016-02-28T02:54:45Z,Python,1232
astorfi/Deep-Learning-Roadmap,https://github.com/astorfi/Deep-Learning-Roadmap,3036,141,293,0,2018-08-12T22:12:56Z,Python,172
richardkiss/pycoin,https://github.com/richardkiss/pycoin,1083,82,385,0,2013-06-24T19:17:52Z,Python,19098
SublimeText/LaTeXTools,https://github.com/SublimeText/LaTeXTools,1849,75,354,1,2011-03-26T18:59:50Z,Python,27686
gruns/furl,https://github.com/gruns/furl,1798,37,100,13,2011-11-17T01:08:16Z,Python,4751
jrosebr1/imutils,https://github.com/jrosebr1/imutils,2892,159,712,0,2015-01-11T20:05:39Z,Python,2178
Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,690,121,515,22,2016-03-16T01:09:14Z,Python,2178
manrajgrover/halo,https://github.com/manrajgrover/halo,2206,22,94,0,2017-09-03T06:50:47Z,Python,2239
GNOME/meld,https://github.com/GNOME/meld,581,37,95,0,2012-06-03T04:56:24Z,Python,-1
stampery/mongoaudit,https://github.com/stampery/mongoaudit,1117,49,116,4,2016-11-24T14:43:31Z,Python,1706
commonmark/commonmark-spec,https://github.com/commonmark/commonmark-spec,4098,151,238,12,2014-08-14T05:53:20Z,Python,377
dennybritz/rnn-tutorial-gru-lstm,https://github.com/dennybritz/rnn-tutorial-gru-lstm,423,36,198,0,2015-10-12T08:51:33Z,Python,366
Jahaja/psdash,https://github.com/Jahaja/psdash,2280,141,308,10,2014-02-12T00:04:05Z,Python,2413
napalm-automation/napalm,https://github.com/napalm-automation/napalm,1434,189,383,27,2015-03-23T14:43:45Z,Python,-1
facebookresearch/clevr-iep,https://github.com/facebookresearch/clevr-iep,701,36,115,0,2017-05-03T22:13:14Z,Python,2397
quantopian/empyrical,https://github.com/quantopian/empyrical,497,59,125,7,2016-03-18T10:22:52Z,Python,7537
scikit-rf/scikit-rf,https://github.com/scikit-rf/scikit-rf,236,56,118,3,2012-01-19T14:25:58Z,Python,43060
trekhleb/learn-python,https://github.com/trekhleb/learn-python,3389,261,577,0,2018-08-29T15:20:05Z,Python,3592
luong-komorebi/Awesome-Linux-Software,https://github.com/luong-komorebi/Awesome-Linux-Software,13752,502,1256,0,2016-08-06T13:16:29Z,Python,317
web2py/web2py,https://github.com/web2py/web2py,1847,229,811,24,2008-11-07T06:08:58Z,Python,27143
pynag/pynag,https://github.com/pynag/pynag,172,22,62,3,2012-08-01T23:26:25Z,Python,22779
getpelican/pelican,https://github.com/getpelican/pelican,9510,367,1598,9,2010-10-16T18:57:40Z,Python,8562
mikemaccana/python-docx,https://github.com/mikemaccana/python-docx,1029,163,329,0,2009-12-27T18:10:13Z,Python,1484
bytefish/facerec,https://github.com/bytefish/facerec,898,118,468,0,2011-08-10T13:55:02Z,Python,4046
abars/YoloKerasFaceDetection,https://github.com/abars/YoloKerasFaceDetection,146,12,67,2,2017-12-30T04:48:02Z,Python,1905
antonylesuisse/qweb,https://github.com/antonylesuisse/qweb,245,26,70,0,2011-02-28T02:19:08Z,Python,1642
anubhavshrimal/Data-Structures-Algorithms,https://github.com/anubhavshrimal/Data-Structures-Algorithms,217,16,87,0,2016-09-26T18:31:48Z,Python,5301
codingo/NoSQLMap,https://github.com/codingo/NoSQLMap,1330,95,348,1,2013-09-24T15:01:30Z,Python,2758
ReproNim/neurodocker,https://github.com/ReproNim/neurodocker,154,11,63,13,2017-04-18T18:00:49Z,Python,5853
me-shaon/bangla-programming-resources,https://github.com/me-shaon/bangla-programming-resources,468,73,447,0,2016-04-24T14:13:51Z,Python,42
aaugustin/websockets,https://github.com/aaugustin/websockets,2597,100,287,0,2013-03-30T08:59:30Z,Python,12129
pyvideo/data,https://github.com/pyvideo/data,309,34,189,4,2016-08-15T05:08:47Z,Python,12129
awslabs/aws-security-automation,https://github.com/awslabs/aws-security-automation,393,114,130,0,2016-03-10T19:33:28Z,Python,1582
cozy/cozy-setup,https://github.com/cozy/cozy-setup,838,65,67,0,2012-03-23T20:53:18Z,Python,1168
dadadel/pyment,https://github.com/dadadel/pyment,462,14,35,2,2014-01-06T23:07:16Z,Python,4622
bpsmith/tia,https://github.com/bpsmith/tia,253,56,106,0,2015-01-19T14:55:51Z,Python,9398
apple/ccs-calendarserver,https://github.com/apple/ccs-calendarserver,361,30,85,35,2016-08-04T00:52:17Z,Python,323724
codelucas/newspaper,https://github.com/codelucas/newspaper,9291,352,1489,2,2013-11-25T09:50:50Z,Python,6126
NetEaseGame/ATX,https://github.com/NetEaseGame/ATX,1364,113,363,1,2016-02-25T14:54:35Z,Python,15998
wiseodd/generative-models,https://github.com/wiseodd/generative-models,5939,313,1769,0,2016-12-07T11:28:16Z,Python,6880
robbeofficial/spotifyripper,https://github.com/robbeofficial/spotifyripper,603,54,98,0,2013-04-01T22:31:41Z,Python,662
secureworks/dalton,https://github.com/secureworks/dalton,244,36,51,2,2017-08-15T18:41:49Z,Python,3686
tkem/cachetools,https://github.com/tkem/cachetools,613,17,73,0,2014-03-22T10:15:14Z,Python,1850
e2nIEE/pandapower,https://github.com/e2nIEE/pandapower,278,51,147,19,2017-01-12T13:27:53Z,Python,57536
benjaminp/six,https://github.com/benjaminp/six,641,22,147,0,2017-01-02T23:30:47Z,Python,2296
Kozea/Radicale,https://github.com/Kozea/Radicale,1787,125,314,26,2011-08-11T08:27:37Z,Python,9322
lisa-lab/DeepLearningTutorials,https://github.com/lisa-lab/DeepLearningTutorials,3904,432,1840,0,2010-01-07T18:42:37Z,Python,8893
amanusk/s-tui,https://github.com/amanusk/s-tui,2034,51,89,15,2017-04-09T11:59:53Z,Python,3136
Toblerity/Fiona,https://github.com/Toblerity/Fiona,676,53,137,2,2011-12-31T19:47:00Z,Python,11090
trentm/python-markdown2,https://github.com/trentm/python-markdown2,1952,69,282,0,2011-01-31T00:30:02Z,Python,7794
s0md3v/Striker,https://github.com/s0md3v/Striker,1457,110,324,1,2017-10-30T07:08:02Z,Python,795
dr-prodigy/python-holidays,https://github.com/dr-prodigy/python-holidays,372,11,183,11,2014-08-24T15:17:18Z,Python,13620
jindongwang/transferlearning,https://github.com/jindongwang/transferlearning,4969,279,1814,0,2017-04-30T11:32:21Z,Python,6240
bytedance/byteps,https://github.com/bytedance/byteps,2112,69,291,1,2019-06-25T07:00:13Z,Python,10101
barronwaffles/dwc_network_server_emulator,https://github.com/barronwaffles/dwc_network_server_emulator,749,106,15,0,2014-03-30T01:35:38Z,Python,8448
sergiomsilva/alpr-unconstrained,https://github.com/sergiomsilva/alpr-unconstrained,1066,65,386,0,2018-08-16T18:50:59Z,Python,1955
SavinaRoja/PyUserInput,https://github.com/SavinaRoja/PyUserInput,911,49,160,0,2013-01-30T22:07:03Z,Python,4416
holoviz/datashader,https://github.com/holoviz/datashader,2196,93,278,20,2015-12-23T18:02:20Z,Python,25719
django-dbbackup/django-dbbackup,https://github.com/django-dbbackup/django-dbbackup,319,17,114,0,2014-12-29T02:39:34Z,Python,4645
LiyuanLucasLiu/RAdam,https://github.com/LiyuanLucasLiu/RAdam,2073,57,280,0,2019-08-01T00:54:02Z,Python,5047
nullsecuritynet/tools,https://github.com/nullsecuritynet/tools,1049,123,358,0,2015-02-01T13:54:12Z,Python,18093
python-babel/flask-babel,https://github.com/python-babel/flask-babel,326,14,110,1,2010-05-29T14:14:08Z,Python,1352
etsy/logster,https://github.com/etsy/logster,1963,110,268,0,2011-03-11T20:34:13Z,Python,1637
micahhausler/container-transform,https://github.com/micahhausler/container-transform,1133,57,104,0,2014-12-18T16:44:20Z,Python,4411
pytorch/captum,https://github.com/pytorch/captum,1278,102,104,2,2019-08-27T15:34:41Z,Python,24264
bleachbit/bleachbit,https://github.com/bleachbit/bleachbit,781,44,123,0,2014-03-10T01:40:31Z,Python,18494
Mjrovai/OpenCV-Face-Recognition,https://github.com/Mjrovai/OpenCV-Face-Recognition,489,43,519,0,2018-02-22T22:08:18Z,Python,397
openai/generating-reviews-discovering-sentiment,https://github.com/openai/generating-reviews-discovering-sentiment,1355,159,318,0,2017-04-06T05:22:46Z,Python,320
ceph/calamari,https://github.com/ceph/calamari,339,81,153,0,2013-06-12T23:32:33Z,Python,21523
hizhangp/yolo_tensorflow,https://github.com/hizhangp/yolo_tensorflow,742,31,425,0,2016-10-25T10:51:54Z,Python,885
chvvkumar/Monitoring,https://github.com/chvvkumar/Monitoring,342,26,37,0,2018-03-25T16:01:06Z,Python,13
seomoz/simhash-py,https://github.com/seomoz/simhash-py,271,106,79,0,2012-06-01T19:56:30Z,Python,346
rsennrich/subword-nmt,https://github.com/rsennrich/subword-nmt,1359,49,330,0,2015-09-01T10:50:32Z,Python,1538
flasgger/flasgger,https://github.com/flasgger/flasgger,2020,49,280,20,2015-07-27T18:21:49Z,Python,6621
autopkg/autopkg,https://github.com/autopkg/autopkg,747,111,117,38,2013-08-06T02:17:43Z,Python,10180
census-instrumentation/opencensus-python,https://github.com/census-instrumentation/opencensus-python,475,40,143,22,2017-07-07T22:28:28Z,Python,45024
Nandaka/PixivUtil2,https://github.com/Nandaka/PixivUtil2,996,83,114,117,2011-11-28T01:14:34Z,Python,550
BoyuanJiang/Age-Gender-Estimate-TF,https://github.com/BoyuanJiang/Age-Gender-Estimate-TF,480,19,157,0,2017-11-28T08:52:14Z,Python,1958
NahimNasser/django-unchained,https://github.com/NahimNasser/django-unchained,346,42,41,0,2012-08-20T17:18:40Z,Python,613
mila-iqia/blocks,https://github.com/mila-iqia/blocks,1147,86,352,4,2014-10-06T00:08:32Z,Python,20780
praetorian-code/pentestly,https://github.com/praetorian-code/pentestly,663,93,123,1,2016-02-16T14:24:23Z,Python,5089
Kayzaks/HackingNeuralNetworks,https://github.com/Kayzaks/HackingNeuralNetworks,2209,70,247,0,2019-10-15T23:33:18Z,Python,1687
Netflix/metaflow,https://github.com/Netflix/metaflow,3108,158,218,4,2019-09-17T17:48:25Z,Python,16069
fkie-cad/FACT_core,https://github.com/fkie-cad/FACT_core,419,33,76,6,2017-09-19T14:48:11Z,Python,27569
samuelcolvin/pydantic,https://github.com/samuelcolvin/pydantic,2613,48,237,68,2017-05-03T21:23:58Z,Python,26871
joschu/modular_rl,https://github.com/joschu/modular_rl,519,35,139,0,2016-04-25T05:32:52Z,Python,1946
readbeyond/aeneas,https://github.com/readbeyond/aeneas,1574,69,149,23,2015-05-11T11:19:46Z,Python,44144
microsoft/cascadia-code,https://github.com/microsoft/cascadia-code,10785,182,293,4,2019-07-10T22:50:20Z,Python,171
Softwarepark/exercises,https://github.com/Softwarepark/exercises,309,36,55,0,2019-11-07T12:37:54Z,Python,67
alsoicode/django-admin-sortable,https://github.com/alsoicode/django-admin-sortable,416,16,108,0,2011-08-31T19:31:13Z,Python,2231
anymail/django-anymail,https://github.com/anymail/django-anymail,914,25,77,38,2016-03-10T02:55:09Z,Python,21805
google/macops,https://github.com/google/macops,736,84,76,0,2014-08-18T17:28:05Z,Python,11462
Chris-Annin/AR2,https://github.com/Chris-Annin/AR2,1072,306,340,0,2017-05-29T00:40:19Z,Python,6801
ComplianceAsCode/content,https://github.com/ComplianceAsCode/content,889,131,355,27,2014-04-29T14:32:02Z,Python,23494
erans/ec2instancespricing,https://github.com/erans/ec2instancespricing,160,30,87,0,2012-04-03T18:58:41Z,Python,932
jantman/awslimitchecker,https://github.com/jantman/awslimitchecker,335,18,115,28,2015-06-06T02:22:09Z,Python,33878
facebookresearch/Detectron,https://github.com/facebookresearch/Detectron,23033,995,4932,0,2017-10-05T17:32:00Z,Python,18631
vlachoudis/bCNC,https://github.com/vlachoudis/bCNC,915,165,339,12,2014-10-17T13:37:02Z,Python,53900
spencerdodd/kernelpop,https://github.com/spencerdodd/kernelpop,593,42,116,3,2017-10-23T04:32:26Z,Python,19026
BitBotFactory/MikaLendingBot,https://github.com/BitBotFactory/MikaLendingBot,1024,127,328,2,2015-06-17T09:14:29Z,Python,3945
micahflee/torbrowser-launcher,https://github.com/micahflee/torbrowser-launcher,390,44,107,0,2013-02-07T04:31:02Z,Python,1368
Open365/Open365,https://github.com/Open365/Open365,507,72,138,0,2016-05-19T19:44:50Z,Python,1856
taverntesting/tavern,https://github.com/taverntesting/tavern,603,26,123,0,2017-11-01T14:51:25Z,Python,9907
sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,413,49,137,7,2015-05-22T20:32:26Z,Python,3990
astronomer/airflow-guides,https://github.com/astronomer/airflow-guides,308,20,35,46,2018-05-17T16:31:53Z,Python,1207
tadfisher/android-sdk-updater,https://github.com/tadfisher/android-sdk-updater,103,4,3,4,2015-11-25T23:11:24Z,Python,454
linkedin/iris,https://github.com/linkedin/iris,528,39,92,19,2017-01-18T21:20:21Z,Python,19715
bottlepy/bottle,https://github.com/bottlepy/bottle,6744,324,1257,0,2009-06-30T17:51:30Z,Python,8325
OpenRCE/sulley,https://github.com/OpenRCE/sulley,1138,129,279,1,2012-04-03T15:28:57Z,Python,10670
speedinghzl/pytorch-segmentation-toolbox,https://github.com/speedinghzl/pytorch-segmentation-toolbox,600,15,123,0,2018-11-07T20:11:58Z,Python,2330
jizhang/zabbix-templates,https://github.com/jizhang/zabbix-templates,253,30,174,0,2013-04-07T13:32:19Z,Python,404
ArduPilot/ardupilot_wiki,https://github.com/ArduPilot/ardupilot_wiki,218,64,622,0,2015-01-08T02:39:11Z,Python,4312
apache/incubator-tvm,https://github.com/apache/incubator-tvm,5145,355,1355,7,2016-10-12T22:20:28Z,Python,210124
mez-0/MS17-010-Python,https://github.com/mez-0/MS17-010-Python,263,11,80,0,2018-12-24T21:24:09Z,Python,1925
nsacyber/goSecure,https://github.com/nsacyber/goSecure,891,77,169,0,2016-04-28T19:53:55Z,Python,824
Vaibhav/Stock-Analysis,https://github.com/Vaibhav/Stock-Analysis,177,27,60,1,2016-07-10T04:37:13Z,Python,1905
MichaelGrupp/evo,https://github.com/MichaelGrupp/evo,918,36,325,0,2017-09-13T19:40:00Z,Python,10449
benoitc/gunicorn,https://github.com/benoitc/gunicorn,6679,240,1230,25,2009-11-30T18:18:08Z,Python,13006
prometheus-up-and-running/examples,https://github.com/prometheus-up-and-running/examples,143,12,54,0,2018-02-25T07:35:41Z,Python,359
yinguobing/head-pose-estimation,https://github.com/yinguobing/head-pose-estimation,483,14,132,0,2017-12-27T07:23:35Z,Python,805
faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,526,27,92,0,2019-09-20T23:08:50Z,Python,5945
tox-dev/tox,https://github.com/tox-dev/tox,1581,41,259,7,2016-09-17T16:54:22Z,Python,15533
awslabs/aws-support-tools,https://github.com/awslabs/aws-support-tools,567,62,389,0,2016-11-29T01:23:52Z,Python,2025
wtforms/wtforms,https://github.com/wtforms/wtforms,1075,49,309,0,2013-09-11T01:53:07Z,Python,6665
peopledoc/workalendar,https://github.com/peopledoc/workalendar,444,28,133,56,2013-11-20T14:46:02Z,Python,17179
midgetspy/Sick-Beard,https://github.com/midgetspy/Sick-Beard,3031,198,1367,4,2010-03-16T21:09:33Z,Python,15361
0x0d/dhtfck,https://github.com/0x0d/dhtfck,343,37,128,0,2013-04-01T06:49:27Z,Python,1118
miaow1988/ShuffleNet_V2_pytorch_caffe,https://github.com/miaow1988/ShuffleNet_V2_pytorch_caffe,477,16,132,2,2018-07-29T09:55:09Z,Python,589
FreeOpcUa/python-opcua,https://github.com/FreeOpcUa/python-opcua,644,92,355,0,2015-02-20T16:46:53Z,Python,146289
Theano/Theano,https://github.com/Theano/Theano,9102,581,2429,0,2011-08-10T03:48:06Z,Python,217655
RackHD/RackHD,https://github.com/RackHD/RackHD,366,71,142,29,2015-11-06T14:42:16Z,Python,28933
ncullen93/torchsample,https://github.com/ncullen93/torchsample,1486,61,242,1,2017-03-01T02:42:12Z,Python,7596
netbox-community/netbox,https://github.com/netbox-community/netbox,6317,392,1191,135,2016-02-29T14:15:46Z,Python,73635
lauris/awesome-scala,https://github.com/lauris/awesome-scala,7424,669,1068,0,2014-07-08T08:13:52Z,Python,196
errbotio/errbot,https://github.com/errbotio/errbot,2209,73,476,0,2012-05-20T21:13:41Z,Python,17641
xiaomi-automl/FALSR,https://github.com/xiaomi-automl/FALSR,516,22,122,0,2019-01-21T09:59:19Z,Python,205
NVIDIA/OpenSeq2Seq,https://github.com/NVIDIA/OpenSeq2Seq,1182,93,274,8,2017-09-08T20:53:07Z,Python,43837
flexxui/flexx,https://github.com/flexxui/flexx,2246,144,210,0,2014-09-03T08:38:00Z,Python,32330
threatexpress/domainhunter,https://github.com/threatexpress/domainhunter,804,44,164,0,2017-03-01T11:16:26Z,Python,755
wkentaro/labelme,https://github.com/wkentaro/labelme,4350,108,1342,37,2016-05-09T12:30:26Z,Python,5586
VivekPa/AIAlpha,https://github.com/VivekPa/AIAlpha,939,107,295,0,2018-10-07T03:58:26Z,Python,940
tanepiper/SublimeText-Nodejs,https://github.com/tanepiper/SublimeText-Nodejs,1140,78,277,4,2011-11-06T21:17:20Z,Python,1198
jatinshah/ufldl_tutorial,https://github.com/jatinshah/ufldl_tutorial,679,68,333,0,2014-04-30T05:18:48Z,Python,1856
masinoa/machine_learning,https://github.com/masinoa/machine_learning,587,55,358,0,2012-06-12T19:17:17Z,Python,765
OpenNMT/OpenNMT-tf,https://github.com/OpenNMT/OpenNMT-tf,1011,59,290,68,2017-11-02T10:53:22Z,Python,17787
RocketMap/RocketMap,https://github.com/RocketMap/RocketMap,2812,281,1576,4,2016-08-04T22:18:49Z,Python,12302
harveywwu/pyktrader,https://github.com/harveywwu/pyktrader,131,28,97,0,2014-08-26T16:06:50Z,Python,3792
benoitc/gaffer,https://github.com/benoitc/gaffer,323,21,33,0,2012-10-07T00:14:40Z,Python,22612
pmneila/morphsnakes,https://github.com/pmneila/morphsnakes,403,20,131,0,2013-05-31T03:20:49Z,Python,1377
KhronosGroup/glTF-Blender-IO,https://github.com/KhronosGroup/glTF-Blender-IO,619,49,107,1,2018-07-13T19:53:39Z,Python,15074
pydicom/pydicom,https://github.com/pydicom/pydicom,836,66,301,12,2013-10-31T02:58:52Z,Python,-1
ruinmessi/ASFF,https://github.com/ruinmessi/ASFF,590,23,113,0,2019-11-21T13:31:43Z,Python,5804
jsvine/pdfplumber,https://github.com/jsvine/pdfplumber,889,47,164,9,2015-08-24T03:14:48Z,Python,2473
wanglimin/ARTNet,https://github.com/wanglimin/ARTNet,189,15,57,0,2017-11-23T16:09:00Z,Python,1196
marinho/geraldo,https://github.com/marinho/geraldo,182,34,69,0,2009-01-17T14:00:22Z,Python,28377
netzob/netzob,https://github.com/netzob/netzob,502,41,116,3,2012-06-15T12:38:05Z,Python,-1
kyper-data/python-highcharts,https://github.com/kyper-data/python-highcharts,274,26,107,8,2015-08-29T21:02:21Z,Python,50748
untwisted/sukhoi,https://github.com/untwisted/sukhoi,874,23,42,7,2017-07-04T17:37:00Z,Python,391
bbangert/beaker,https://github.com/bbangert/beaker,437,26,120,6,2011-10-16T17:48:39Z,Python,8998
scottslowe/learning-tools,https://github.com/scottslowe/learning-tools,1216,135,255,0,2015-02-05T20:05:53Z,Python,7989
SpiderClub/weibospider,https://github.com/SpiderClub/weibospider,4265,301,1121,0,2016-06-27T07:02:06Z,Python,5121
kislyuk/argcomplete,https://github.com/kislyuk/argcomplete,847,31,90,18,2012-11-19T15:37:34Z,Python,3171
mila-iqia/blocks-examples,https://github.com/mila-iqia/blocks-examples,146,34,92,0,2015-05-15T02:30:56Z,Python,2933
mailpile/Mailpile,https://github.com/mailpile/Mailpile,8127,416,953,8,2011-10-30T23:45:22Z,Python,61225
dylanaraps/pywal,https://github.com/dylanaraps/pywal,3756,56,157,78,2017-06-16T14:54:22Z,Python,2054
treyhunner/django-simple-history,https://github.com/treyhunner/django-simple-history,941,37,272,25,2011-03-06T22:42:19Z,Python,6594
rlabbe/filterpy,https://github.com/rlabbe/filterpy,1302,65,330,1,2014-07-15T02:15:19Z,Python,17825
pymc-devs/pymc3,https://github.com/pymc-devs/pymc3,4905,242,1133,18,2009-05-05T09:43:50Z,Python,-1
coderholic/django-cities,https://github.com/coderholic/django-cities,707,32,185,0,2010-11-10T11:32:39Z,Python,4100
hongleizhang/RSAlgorithms,https://github.com/hongleizhang/RSAlgorithms,367,22,130,0,2017-09-05T07:49:34Z,Python,2820
taoyds/spider,https://github.com/taoyds/spider,254,23,59,0,2018-09-24T03:39:47Z,Python,15851
GiacomoLaw/Keylogger,https://github.com/GiacomoLaw/Keylogger,764,59,290,10,2016-11-25T18:58:01Z,Python,5758
sgrvinod/a-PyTorch-Tutorial-to-Image-Captioning,https://github.com/sgrvinod/a-PyTorch-Tutorial-to-Image-Captioning,893,19,270,0,2018-05-30T03:00:58Z,Python,1302
facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,5382,255,1006,0,2017-04-24T17:10:44Z,Python,-1
jupyter-incubator/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,800,49,270,2,2015-09-21T15:35:25Z,Python,1891
phil-bergmann/tracking_wo_bnw,https://github.com/phil-bergmann/tracking_wo_bnw,345,18,94,0,2018-12-25T15:18:27Z,Python,9209
googlesamples/assistant-sdk-python,https://github.com/googlesamples/assistant-sdk-python,787,99,280,12,2017-04-25T22:06:02Z,Python,4652
tensorflow/cleverhans,https://github.com/tensorflow/cleverhans,4482,194,1075,6,2016-09-15T00:28:04Z,Python,40343
woj-ciech/Danger-zone,https://github.com/woj-ciech/Danger-zone,598,50,95,0,2018-09-22T14:00:28Z,Python,1051
marvis/pytorch-caffe-darknet-convert,https://github.com/marvis/pytorch-caffe-darknet-convert,825,38,273,1,2017-05-22T07:53:13Z,Python,4072
2ndquadrant-it/barman,https://github.com/2ndquadrant-it/barman,841,48,88,0,2015-08-17T09:49:12Z,Python,44329
shaildeliwala/delbot,https://github.com/shaildeliwala/delbot,188,14,64,0,2017-02-18T13:43:28Z,Python,371
unbit/uwsgi-docs,https://github.com/unbit/uwsgi-docs,592,37,299,0,2012-10-04T06:56:43Z,Python,1737
chrismaddalena/ODIN,https://github.com/chrismaddalena/ODIN,418,25,80,1,2016-05-26T17:24:26Z,Python,6107
sloria/TextBlob,https://github.com/sloria/TextBlob,6915,285,884,3,2013-06-30T18:29:18Z,Python,7325
DT42/BerryNet,https://github.com/DT42/BerryNet,1424,101,207,7,2017-04-27T16:49:40Z,Python,7648
s0md3v/Decodify,https://github.com/s0md3v/Decodify,612,34,93,0,2017-11-04T06:17:58Z,Python,0
Cloud-CV/Fabrik,https://github.com/Cloud-CV/Fabrik,1057,57,237,0,2016-05-28T17:51:46Z,Python,10662
gpoore/pythontex,https://github.com/gpoore/pythontex,586,44,70,6,2012-04-19T19:48:25Z,Python,13196
ilblackdragon/tf_examples,https://github.com/ilblackdragon/tf_examples,143,14,89,0,2015-11-19T04:30:27Z,Python,882
craftGBD/craftGBD,https://github.com/craftGBD/craftGBD,187,17,79,0,2016-10-05T02:06:45Z,Python,8015
vulnersCom/getsploit,https://github.com/vulnersCom/getsploit,1392,97,194,4,2017-06-04T09:31:44Z,Python,334
taigaio/taiga-back,https://github.com/taigaio/taiga-back,5190,280,1002,0,2013-03-19T15:14:00Z,Python,-1
autocracy/python-ipy,https://github.com/autocracy/python-ipy,429,35,108,0,2010-10-22T10:37:47Z,Python,2914
zhew2013/Leetcode-Py,https://github.com/zhew2013/Leetcode-Py,280,43,103,0,2014-05-24T22:32:06Z,Python,2208
aiortc/aiortc,https://github.com/aiortc/aiortc,1578,70,198,0,2018-02-23T22:05:16Z,Python,25948
CPJKU/madmom,https://github.com/CPJKU/madmom,559,34,98,10,2015-09-08T08:19:06Z,Python,37969
mahmoud/boltons,https://github.com/mahmoud/boltons,5109,152,267,18,2013-02-20T06:17:12Z,Python,21422
neovim/pynvim,https://github.com/neovim/pynvim,707,32,89,30,2014-05-07T20:13:49Z,Python,4549
HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,583,24,70,16,2018-06-01T23:17:00Z,Python,30203
deis/deis,https://github.com/deis/deis,6120,283,827,66,2013-07-22T19:02:40Z,Python,-1
michaeljones/breathe,https://github.com/michaeljones/breathe,437,19,106,0,2009-02-03T18:52:25Z,Python,13983
gojhonny/CredCrack,https://github.com/gojhonny/CredCrack,529,51,89,0,2015-07-24T03:11:00Z,Python,430
sigmavirus24/github3.py,https://github.com/sigmavirus24/github3.py,956,31,353,3,2012-03-13T19:58:53Z,Python,35603
graphite-project/carbon,https://github.com/graphite-project/carbon,1366,124,441,16,2012-05-07T21:29:41Z,Python,9589
gruns/icecream,https://github.com/gruns/icecream,1477,21,32,3,2018-02-13T18:56:12Z,Python,1180
jazzband/django-embed-video,https://github.com/jazzband/django-embed-video,246,17,96,19,2013-06-01T13:03:00Z,Python,2425
pinax/django-mailer,https://github.com/pinax/django-mailer,522,24,240,0,2009-12-11T09:25:55Z,Python,1755
rpm-software-management/dnf,https://github.com/rpm-software-management/dnf,716,59,264,14,2012-03-09T15:31:09Z,Python,-1
facebookincubator/python-nubia,https://github.com/facebookincubator/python-nubia,1332,46,64,0,2018-09-04T20:11:47Z,Python,6250
InQuest/ThreatIngestor,https://github.com/InQuest/ThreatIngestor,298,21,58,8,2017-08-31T18:41:55Z,Python,4802
Separius/awesome-sentence-embedding,https://github.com/Separius/awesome-sentence-embedding,1474,68,193,0,2018-12-10T15:55:01Z,Python,160
wutianyiRosun/Segmentation.X,https://github.com/wutianyiRosun/Segmentation.X,399,33,79,0,2018-02-22T14:10:02Z,Python,131
NordicSemiconductor/pc-nrfutil,https://github.com/NordicSemiconductor/pc-nrfutil,216,48,142,20,2015-05-21T13:29:02Z,Python,11414
